row_id;kmed_dfr;kmed_hd;kmed_dtw;kmed_lcss;kmed_edr;kmed_erp;kmed_sspd;dbscan_dfr;dbscan_hd;dbscan_dtw;dbscan_lcss;dbscan_edr;dbscan_erp;dbscan_sspd;hdbscan_dfr;hdbscan_hd;hdbscan_dtw;hdbscan_lcss;hdbscan_edr;hdbscan_erp;hdbscan_sspd;agglomorative_dfr;agglomorative_hd;agglomorative_dtw;agglomorative_lcss;agglomorative_edr;agglomorative_erp;agglomorative_sspd;spectral_dfr;spectral_hd;spectral_dtw;spectral_lcss;spectral_edr;spectral_erp;spectral_sspd;spectralKNN_dfr;spectralKNN_hd;spectralKNN_dtw;spectralKNN_lcss;spectralKNN_edr;spectralKNN_erp;spectralKNN_sspd
15;60;60;60;-1;88;40;60;-1;1;1;-1;-1;1;1;1;0;0;-1;-1;0;0;2;57;6;-1;23;62;83;17;19;0;-1;17;0;5;47;26;71;-1;76;18;66
16;26;5;4;-1;88;74;58;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;6;-1;11;12;5;-1;0;8;29;0;0;0;-1;2;0;35;2;24;18;-1;1;12;75
17;74;73;4;-1;88;74;58;-1;0;0;-1;-1;0;2;-1;-1;-1;-1;-1;6;3;65;66;82;-1;0;8;25;51;52;0;-1;2;0;50;2;7;18;-1;13;12;75
18;70;6;43;-1;88;30;93;0;0;0;-1;-1;0;0;12;11;15;-1;-1;-1;14;56;33;22;-1;0;21;70;0;0;0;-1;5;0;20;18;57;11;-1;10;29;17
19;50;25;30;-1;88;44;1;0;0;0;-1;-1;0;0;12;11;15;-1;-1;-1;18;56;33;91;-1;46;34;36;0;0;0;-1;63;0;92;26;63;39;-1;11;38;18
20;70;70;70;-1;70;54;29;0;0;0;-1;0;0;0;12;11;15;-1;44;18;19;56;27;22;-1;94;27;61;0;0;0;-1;58;0;28;1;90;85;-1;82;29;24
21;94;55;49;-1;40;80;12;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;2;47;6;-1;28;53;83;28;22;0;-1;17;0;76;47;47;71;-1;76;20;1
22;35;36;4;-1;88;74;58;-1;-1;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;65;64;86;-1;0;8;25;0;81;0;-1;2;0;35;45;7;18;-1;1;12;75
23;51;87;74;-1;86;52;19;-1;-1;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;91;37;33;-1;0;8;59;0;83;0;-1;19;0;13;2;7;91;-1;26;12;25
24;70;6;91;-1;43;54;93;0;0;0;-1;-1;0;0;12;11;15;-1;-1;-1;14;56;33;22;-1;0;27;70;0;0;0;-1;5;0;52;18;62;11;-1;25;0;17
25;50;25;68;-1;88;2;33;0;0;0;-1;-1;0;0;12;11;15;-1;-1;17;18;56;33;90;-1;0;34;72;0;0;0;-1;73;0;57;53;27;25;-1;50;75;60
26;70;70;91;-1;17;70;28;0;0;0;-1;2;0;0;12;11;15;-1;43;19;19;56;33;22;-1;0;66;70;0;0;0;-1;25;0;65;65;62;24;-1;30;30;87
27;65;10;49;-1;40;80;12;-1;-1;-1;-1;-1;-1;-1;-1;1;0;-1;-1;-1;0;76;45;6;-1;0;53;83;62;14;0;-1;17;0;5;47;47;71;-1;76;20;1
28;36;73;4;-1;88;74;58;-1;0;0;-1;-1;0;2;-1;-1;-1;-1;-1;-1;-1;33;31;86;-1;0;8;25;49;53;0;-1;2;0;50;45;7;18;-1;13;12;75
29;36;73;35;-1;17;35;19;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;33;31;33;-1;0;8;59;49;77;0;-1;25;0;81;54;7;91;-1;30;12;25
30;94;60;60;-1;88;40;60;-1;-1;1;-1;-1;1;1;1;-1;0;-1;-1;0;0;2;57;6;-1;23;53;83;88;19;0;-1;17;0;5;47;26;71;-1;76;20;66
31;26;5;4;-1;88;74;20;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;6;-1;25;93;5;-1;0;8;25;0;0;0;-1;73;0;57;2;49;18;-1;50;12;75
32;51;54;74;-1;88;35;20;0;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;25;93;82;-1;0;8;44;0;0;0;-1;25;0;5;48;49;91;-1;76;12;25
33;60;60;60;-1;88;40;60;1;1;1;-1;-1;1;1;1;0;0;-1;-1;0;0;64;76;70;-1;23;62;43;0;0;0;-1;17;0;5;14;26;71;-1;76;18;66
34;70;70;70;-1;86;57;28;0;0;0;-1;0;0;0;12;11;15;-1;44;-1;19;56;27;22;-1;0;21;61;0;0;0;-1;19;0;82;1;90;85;-1;26;94;24
35;70;70;68;-1;88;44;33;0;0;0;-1;-1;0;0;12;11;15;-1;-1;-1;18;56;33;90;-1;45;34;72;0;0;0;-1;73;0;57;65;62;25;-1;1;38;60
36;84;60;54;-1;40;62;55;1;1;-1;-1;-1;-1;-1;1;0;0;-1;-1;-1;-1;64;76;23;-1;94;23;47;0;0;0;-1;17;0;69;14;26;27;-1;1;20;1
37;50;25;30;-1;15;44;1;0;0;0;-1;-1;0;0;12;11;15;-1;34;-1;18;56;33;91;-1;46;34;36;0;0;0;-1;63;0;44;46;63;56;-1;11;38;37
38;32;29;62;-1;77;10;62;0;0;0;-1;1;0;0;12;11;15;-1;53;20;20;54;27;78;-1;82;5;94;0;0;0;-1;14;0;66;66;82;40;-1;7;95;61
39;84;17;88;-1;88;85;17;1;1;1;-1;-1;1;1;1;0;0;-1;-1;0;0;64;76;4;-1;60;62;71;0;0;0;-1;17;0;76;77;81;27;-1;76;20;34
40;70;70;70;-1;88;70;29;0;0;0;-1;-1;0;0;12;11;15;-1;-1;-1;19;56;27;22;-1;94;66;61;0;0;0;-1;58;0;28;1;90;85;-1;82;30;24
41;70;6;91;-1;17;30;28;0;0;0;-1;2;0;0;12;11;15;-1;43;-1;19;56;33;22;-1;0;34;70;0;0;0;-1;25;0;65;65;62;24;-1;30;29;87
42;39;8;60;-1;88;40;60;-1;-1;1;-1;-1;1;1;-1;-1;0;-1;-1;0;0;41;50;6;-1;23;62;83;34;42;0;-1;17;0;13;81;47;20;-1;76;18;1
43;26;77;83;-1;17;52;74;-1;0;0;-1;2;0;-1;-1;-1;-1;-1;43;-1;3;52;12;20;-1;0;20;11;77;0;0;-1;25;0;65;2;92;93;-1;30;39;14
44;74;73;74;-1;88;52;19;-1;0;0;-1;-1;0;2;-1;-1;-1;-1;6;-1;3;31;66;31;-1;94;20;44;29;52;0;-1;58;0;28;2;7;91;-1;82;12;25
45;60;60;54;-1;88;80;55;1;1;1;-1;-1;-1;1;1;0;0;-1;-1;0;0;64;57;23;-1;1;4;47;0;0;0;-1;17;0;76;77;26;52;-1;76;20;1
46;26;95;83;-1;86;52;3;0;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;3;11;12;20;-1;0;66;90;0;0;0;-1;19;0;82;2;24;93;-1;26;51;14
47;61;5;83;-1;88;52;74;0;0;0;-1;-1;0;-1;-1;-1;-1;-1;12;-1;3;11;11;20;-1;0;20;90;0;0;0;-1;19;0;28;2;49;93;-1;26;39;14
48;84;17;20;-1;88;85;78;1;1;1;-1;-1;1;1;1;0;0;-1;-1;0;0;64;76;4;-1;60;62;73;0;0;0;-1;17;0;76;75;81;27;-1;1;18;34
49;50;25;68;-1;88;2;33;0;0;0;-1;-1;0;0;12;11;15;-1;-1;17;18;56;33;91;-1;0;34;36;0;0;0;-1;2;0;57;46;54;56;-1;13;75;37
50;70;70;47;-1;5;54;30;0;0;0;-1;-1;0;0;12;11;15;-1;45;19;19;56;27;90;-1;30;27;61;0;0;0;-1;6;0;11;1;13;16;-1;59;0;8
51;84;17;20;-1;88;85;78;1;1;1;-1;-1;1;1;1;0;0;-1;-1;-1;0;64;76;4;-1;36;4;73;0;0;0;-1;17;0;23;75;81;27;-1;1;20;34
52;70;70;47;-1;88;30;30;0;0;0;-1;-1;0;0;12;11;15;-1;45;-1;19;56;27;90;-1;30;21;61;0;0;0;-1;37;0;11;1;13;16;-1;59;29;8
53;70;70;70;-1;70;70;29;0;0;0;-1;0;0;0;12;11;15;-1;44;19;19;56;27;22;-1;94;66;61;0;0;0;-1;58;0;28;1;90;85;-1;82;30;24
54;36;73;35;-1;88;35;19;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;33;31;33;-1;0;8;59;49;77;0;-1;5;0;52;54;7;91;-1;1;12;25
55;51;73;4;-1;88;2;58;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;3;65;66;82;-1;46;34;25;29;66;0;-1;63;0;50;2;7;18;-1;11;12;75
56;36;75;35;-1;88;35;19;-1;0;0;-1;-1;0;-1;4;-1;-1;-1;-1;-1;-1;33;43;33;-1;18;8;59;49;53;0;-1;17;0;81;67;7;91;-1;1;12;25
57;43;43;5;-1;88;37;64;-1;0;-1;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;68;35;34;-1;0;51;55;0;92;0;-1;17;0;30;10;36;93;-1;1;51;14
58;11;43;19;-1;88;56;83;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;68;35;34;-1;0;51;68;0;92;0;-1;2;0;62;92;28;93;-1;13;51;75
59;37;76;56;-1;88;56;52;-1;0;-1;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;22;35;34;-1;30;51;68;0;92;0;-1;6;0;47;89;28;93;-1;59;51;14
60;84;60;54;-1;88;40;55;1;1;1;-1;-1;1;1;1;0;0;-1;-1;0;0;64;76;23;-1;1;62;47;0;0;0;-1;17;0;76;14;26;27;-1;76;18;1
61;50;25;30;-1;88;44;1;0;0;0;-1;-1;0;0;12;11;15;-1;-1;-1;18;56;33;91;-1;0;34;36;0;0;0;-1;2;0;57;46;54;56;-1;13;38;37
62;70;70;91;-1;88;54;30;0;0;0;-1;-1;0;0;12;11;15;-1;-1;-1;19;56;33;22;-1;0;27;61;0;0;0;-1;25;0;65;1;13;24;-1;30;0;87
63;70;6;43;-1;88;30;93;0;0;0;-1;-1;0;0;12;11;15;-1;6;-1;14;56;33;22;-1;0;21;70;0;0;0;-1;5;0;20;18;57;11;-1;10;29;17
64;70;70;91;-1;17;54;28;0;0;0;-1;2;0;0;12;11;15;-1;43;19;19;56;33;22;-1;0;27;70;0;0;0;-1;25;0;65;1;62;24;-1;30;0;87
65;32;29;62;-1;77;79;62;0;0;0;-1;1;0;0;12;11;15;-1;53;20;20;54;27;78;-1;82;27;94;0;0;0;-1;14;0;66;66;82;40;-1;7;88;61
66;39;10;54;-1;88;60;12;-1;-1;1;-1;-1;1;-1;-1;-1;0;-1;-1;0;0;78;2;74;-1;1;14;31;62;37;0;-1;17;0;35;47;47;20;-1;76;18;1
67;41;36;4;-1;88;74;58;-1;-1;0;-1;-1;0;-1;-1;-1;-1;-1;-1;6;-1;31;64;5;-1;46;8;25;29;68;0;-1;63;0;92;2;7;18;-1;11;12;75
68;41;26;83;-1;88;35;3;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;94;25;20;-1;30;66;11;73;0;0;-1;37;0;28;95;92;93;-1;59;51;14
69;84;45;88;-1;88;85;17;-1;0;1;-1;-1;-1;1;-1;-1;0;-1;-1;-1;0;78;14;4;-1;1;4;71;18;0;0;-1;17;0;76;77;21;27;-1;76;20;34
70;85;5;30;-1;15;64;83;-1;0;0;-1;-1;-1;-1;-1;-1;-1;-1;37;-1;-1;52;11;5;-1;46;31;29;0;0;0;-1;2;0;44;92;49;18;-1;11;38;75
71;26;77;83;-1;88;52;3;0;0;0;-1;-1;0;-1;-1;-1;9;-1;-1;-1;-1;11;11;20;-1;25;66;90;0;0;0;-1;31;0;75;2;89;93;-1;31;51;14
72;82;26;83;-1;88;35;64;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;1;-1;-1;11;25;20;-1;0;8;11;0;0;0;-1;5;0;20;71;24;93;-1;10;51;14
73;82;85;5;-1;88;89;3;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;11;1;35;-1;15;66;20;0;0;0;-1;37;0;28;71;24;93;-1;1;51;14
74;82;28;50;-1;88;91;64;0;0;0;-1;-1;0;0;-1;-1;-1;-1;-1;-1;-1;11;12;8;-1;25;66;11;0;0;0;-1;17;0;94;71;24;93;-1;1;51;14
75;8;8;49;-1;40;62;8;-1;-1;-1;-1;-1;-1;1;-1;-1;0;-1;-1;-1;0;85;50;74;-1;23;23;54;82;12;0;-1;17;0;14;81;47;20;-1;76;20;1
76;80;95;83;-1;88;35;3;-1;0;0;-1;-1;0;0;-1;-1;-1;-1;-1;-1;-1;0;12;20;-1;30;66;11;0;0;0;-1;37;0;58;92;24;93;-1;59;51;14
77;34;67;5;-1;88;52;3;0;0;0;-1;-1;0;-1;-1;-1;9;-1;-1;-1;10;20;58;20;-1;18;43;90;0;0;0;-1;17;0;81;92;9;93;-1;1;51;14
78;39;8;49;-1;88;40;8;-1;0;1;-1;-1;1;-1;-1;-1;0;-1;-1;0;0;41;50;74;-1;59;14;54;34;42;0;-1;17;0;5;81;47;20;-1;76;18;1
79;85;67;19;-1;88;74;83;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;1;-1;-1;68;19;58;-1;0;40;50;68;65;0;-1;17;0;42;92;9;18;-1;13;51;75
80;76;57;5;-1;86;52;64;-1;0;0;-1;0;0;-1;-1;-1;-1;-1;44;-1;-1;0;17;20;-1;0;66;20;0;74;0;-1;19;0;82;35;29;93;-1;26;51;14
81;60;60;60;-1;88;85;60;1;1;1;-1;-1;1;1;1;0;0;-1;-1;0;0;64;57;70;-1;0;53;43;0;0;0;-1;17;0;68;14;26;71;-1;76;20;66
82;70;70;47;-1;62;54;30;0;0;0;-1;-1;0;0;12;11;15;-1;26;-1;19;56;33;90;-1;45;27;61;0;0;0;-1;6;0;11;65;62;16;-1;23;0;8
83;70;70;91;-1;88;70;30;0;0;0;-1;-1;0;0;12;11;15;-1;44;19;-1;56;33;90;-1;94;66;61;0;0;0;-1;58;0;81;65;62;85;-1;23;0;8
84;84;17;20;-1;88;60;78;1;1;1;-1;-1;1;1;1;0;0;-1;0;0;0;64;76;4;-1;36;14;73;0;0;0;-1;17;0;23;75;81;27;-1;1;18;34
85;50;25;68;-1;88;44;33;0;0;0;-1;-1;0;0;12;11;15;-1;-1;-1;18;56;33;90;-1;0;34;72;0;0;0;-1;73;0;57;53;27;25;-1;50;38;60
86;62;29;62;-1;90;46;23;0;0;0;-1;1;0;0;12;11;15;-1;-1;20;20;54;27;78;-1;26;83;5;0;0;0;-1;14;0;66;66;82;40;-1;81;45;61
87;70;6;43;-1;88;19;93;0;0;0;-1;-1;0;0;12;11;15;-1;-1;-1;14;56;33;22;-1;0;21;70;0;0;0;-1;5;0;52;18;57;11;-1;10;94;17
88;50;25;30;-1;88;2;1;0;0;0;-1;-1;0;0;12;11;15;-1;-1;-1;18;56;33;91;-1;46;34;36;0;0;0;-1;2;0;44;46;54;56;-1;1;75;37
89;70;70;70;-1;70;70;29;0;0;0;-1;0;0;0;12;11;15;-1;44;19;19;56;27;22;-1;94;66;61;0;0;0;-1;58;0;28;1;90;85;-1;82;30;24
90;70;6;91;-1;88;54;93;0;0;0;-1;-1;0;0;12;11;15;-1;-1;-1;14;56;33;22;-1;0;27;70;0;0;0;-1;5;0;52;18;57;11;-1;25;0;17
91;50;25;68;-1;88;44;33;0;0;0;-1;-1;0;0;12;11;15;-1;31;-1;18;56;33;90;-1;17;34;72;0;0;0;-1;73;0;57;53;27;25;-1;4;38;60
92;70;70;70;-1;86;70;29;0;0;0;-1;0;0;0;12;11;15;-1;44;19;19;56;27;22;-1;0;66;61;0;0;0;-1;19;0;82;1;90;85;-1;26;30;24
93;84;17;54;-1;88;60;55;1;1;1;-1;-1;1;1;1;0;0;-1;-1;0;0;64;76;23;-1;1;14;47;0;0;0;-1;17;0;76;75;81;27;-1;76;18;34
94;50;25;30;-1;15;44;1;0;0;0;-1;-1;0;0;12;11;15;-1;37;-1;18;56;33;91;-1;46;34;36;0;0;0;-1;63;0;44;46;63;39;-1;11;38;18
95;70;70;91;-1;88;70;30;0;0;0;-1;-1;0;0;12;11;15;-1;43;19;19;56;33;22;-1;18;66;70;0;0;0;-1;25;0;81;1;13;24;-1;30;30;87
96;8;62;54;-1;88;80;8;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;81;95;23;-1;1;4;54;85;24;0;-1;17;0;22;81;14;27;-1;76;20;1
97;85;14;47;-1;88;57;30;0;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;50;19;75;-1;30;21;20;0;0;0;-1;6;0;25;92;9;93;-1;59;94;14
98;85;14;70;-1;88;70;93;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;50;19;22;-1;44;66;70;0;0;0;-1;17;0;66;92;9;85;-1;1;31;91
99;8;10;49;-1;88;40;12;-1;-1;1;-1;-1;1;1;-1;1;0;-1;-1;0;0;2;45;74;-1;1;53;31;0;51;0;-1;17;0;50;47;47;20;-1;76;18;1
100;85;95;19;-1;88;44;83;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;50;19;58;-1;60;40;50;39;65;0;-1;17;0;92;92;9;18;-1;1;38;75
101;26;95;83;-1;88;35;64;0;0;0;-1;-1;0;-1;-1;-1;9;-1;-1;6;-1;11;12;20;-1;0;8;11;0;0;0;-1;25;0;65;2;24;93;-1;30;12;14
102;84;60;54;-1;40;62;55;1;1;1;-1;-1;-1;1;1;0;0;-1;-1;-1;0;64;76;23;-1;1;23;47;0;0;0;-1;17;0;76;14;26;27;-1;76;20;1
103;50;25;30;-1;54;44;1;0;0;0;-1;-1;0;0;12;11;15;-1;37;-1;18;56;33;91;-1;19;17;36;0;0;0;-1;17;0;92;26;63;39;-1;9;38;18
104;32;29;70;-1;88;54;62;0;0;0;-1;-1;0;0;12;11;15;-1;-1;18;19;54;27;22;-1;15;27;61;0;0;0;-1;37;0;94;66;82;76;-1;22;29;24
105;60;60;60;-1;88;40;60;1;1;1;-1;-1;1;1;1;0;0;-1;-1;0;0;64;57;70;-1;0;14;43;0;0;0;-1;17;0;68;14;26;71;-1;76;18;66
106;50;25;30;-1;15;44;1;0;0;0;-1;-1;0;0;12;11;15;-1;37;17;18;56;33;91;-1;46;34;36;0;0;0;-1;63;0;44;46;63;56;-1;11;38;37
107;70;70;91;-1;88;70;28;0;0;0;-1;-1;0;0;12;11;15;-1;-1;19;-1;56;27;22;-1;18;66;70;0;0;0;-1;17;0;81;18;62;24;-1;1;30;87
108;84;17;20;-1;40;62;78;1;1;1;-1;-1;-1;1;1;0;0;-1;-1;-1;0;64;76;4;-1;1;23;73;0;0;0;-1;17;0;76;75;81;27;-1;76;20;34
109;50;25;30;-1;15;44;1;0;0;0;-1;-1;0;0;12;11;15;-1;37;17;18;56;33;91;-1;46;34;36;0;0;0;-1;63;0;44;46;63;56;-1;11;38;37
110;50;25;68;-1;88;44;33;0;0;0;-1;-1;0;0;12;11;15;-1;-1;-1;18;56;33;90;-1;17;34;72;0;0;0;-1;73;0;57;53;27;25;-1;4;38;60
111;8;8;39;-1;88;39;8;-1;0;1;-1;-1;-1;-1;-1;-1;0;-1;-1;-1;0;85;50;48;-1;23;86;54;18;25;0;-1;17;0;5;81;47;20;-1;76;20;1
112;82;67;19;-1;88;35;83;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;20;19;35;-1;0;40;20;0;0;0;-1;73;0;57;92;9;93;-1;1;51;75
113;82;42;5;-1;88;35;64;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;9;-1;-1;13;7;35;-1;94;66;20;0;74;0;-1;58;0;81;92;29;93;-1;82;51;14
114;70;6;91;-1;43;70;93;0;0;0;-1;-1;0;0;12;11;15;-1;26;-1;14;56;33;22;-1;0;27;70;0;0;0;-1;5;0;52;18;62;11;-1;25;0;17
115;50;25;30;-1;15;44;1;0;0;0;-1;-1;0;0;12;11;15;-1;37;-1;18;56;33;91;-1;46;34;36;0;0;0;-1;63;0;44;26;63;56;-1;11;38;37
116;50;25;68;-1;88;2;33;0;0;0;-1;-1;0;0;12;11;15;-1;31;-1;18;56;33;90;-1;17;34;72;0;0;0;-1;73;0;57;53;27;25;-1;4;75;60
117;39;3;39;-1;88;39;60;-1;0;-1;-1;-1;-1;-1;-1;7;0;-1;-1;-1;-1;41;14;48;-1;23;86;54;0;0;0;-1;17;0;5;77;21;20;-1;76;20;1
118;85;67;5;-1;17;30;64;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;50;19;35;-1;0;40;20;0;0;0;-1;25;0;81;92;9;93;-1;30;51;14
119;85;67;5;-1;88;30;64;0;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;50;19;35;-1;30;40;20;0;0;0;-1;6;0;11;92;9;93;-1;59;51;14
120;60;60;60;-1;88;40;60;1;1;1;-1;-1;1;1;1;0;0;-1;-1;0;0;64;57;70;-1;23;14;43;0;0;0;-1;17;0;5;14;26;71;-1;76;18;66
121;50;25;30;-1;88;2;1;0;0;0;-1;-1;0;0;-1;-1;15;-1;1;-1;-1;56;33;91;-1;19;34;36;0;0;0;-1;17;0;40;26;63;39;-1;1;75;18
122;70;70;47;-1;88;30;30;0;0;0;-1;-1;0;0;12;11;15;-1;-1;-1;-1;56;33;90;-1;45;27;61;0;0;0;-1;6;0;11;65;62;16;-1;23;29;8
123;8;8;8;-1;88;60;8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;-1;85;90;53;-1;28;14;84;82;17;0;-1;17;0;14;81;47;20;-1;1;18;1
124;76;95;19;-1;88;44;58;-1;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;52;12;5;-1;19;40;29;0;87;0;-1;17;0;92;92;24;18;-1;9;75;75
125;26;95;5;-1;88;35;3;0;0;0;-1;-1;0;-1;-1;-1;9;-1;-1;-1;10;11;12;20;-1;18;66;90;0;0;0;-1;25;0;59;2;24;93;-1;30;51;14
126;8;10;8;-1;88;40;60;-1;-1;-1;-1;-1;1;-1;-1;-1;0;-1;-1;0;-1;21;64;53;-1;0;62;43;82;36;0;-1;17;0;68;81;47;71;-1;1;18;1
127;82;69;83;-1;88;30;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;-1;-1;-1;-1;42;48;20;-1;0;27;11;0;2;0;-1;19;0;14;2;92;93;-1;26;29;14
128;82;69;70;-1;88;70;64;-1;-1;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;42;48;20;-1;94;66;11;92;10;0;-1;58;0;14;2;24;93;-1;82;30;14
129;8;86;49;-1;40;80;8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;67;85;59;-1;78;95;77;3;63;0;-1;17;0;88;94;30;20;-1;1;20;1
130;45;61;77;-1;88;74;58;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;29;26;52;-1;0;76;91;20;4;0;-1;2;0;57;25;30;18;-1;1;12;75
131;45;78;77;-1;88;74;58;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;29;26;52;-1;0;76;91;20;1;0;-1;2;0;58;25;4;18;-1;13;12;75
132;8;8;49;-1;88;40;8;-1;0;1;-1;-1;1;-1;-1;-1;0;-1;-1;0;0;85;50;74;-1;1;14;54;18;12;0;-1;17;0;14;81;47;20;-1;76;18;1
133;26;95;83;-1;88;35;74;-1;0;0;-1;-1;0;-1;-1;-1;9;-1;-1;6;-1;11;12;20;-1;17;66;29;0;87;0;-1;2;0;57;2;24;18;-1;4;12;75
134;26;5;19;-1;88;74;83;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;6;-1;11;13;5;-1;0;66;29;0;0;0;-1;2;0;57;2;24;18;-1;1;12;75
135;70;6;43;-1;88;54;93;0;0;0;-1;-1;0;0;12;11;15;-1;-1;-1;14;56;33;22;-1;0;27;70;0;0;0;-1;5;0;20;18;57;11;-1;10;0;17
