row_id;kmed_dfr;kmed_hd;kmed_dtw;kmed_lcss;kmed_edr;kmed_erp;kmed_sspd;dbscan_dfr;dbscan_hd;dbscan_dtw;dbscan_lcss;dbscan_edr;dbscan_erp;dbscan_sspd;hdbscan_dfr;hdbscan_hd;hdbscan_dtw;hdbscan_lcss;hdbscan_edr;hdbscan_erp;hdbscan_sspd;agglomorative_dfr;agglomorative_hd;agglomorative_dtw;agglomorative_lcss;agglomorative_edr;agglomorative_erp;agglomorative_sspd;spectral_dfr;spectral_hd;spectral_dtw;spectral_lcss;spectral_edr;spectral_erp;spectral_sspd;spectralKNN_dfr;spectralKNN_hd;spectralKNN_dtw;spectralKNN_lcss;spectralKNN_edr;spectralKNN_erp;spectralKNN_sspd
116;50;42;33;-1;13;37;22;0;0;0;-1;-1;0;0;3;0;1;-1;53;1;0;13;29;13;-1;0;11;38;-1;-1;-1;-1;-1;-1;-1;14;3;18;-1;4;10;7
117;50;15;39;-1;13;37;0;0;0;0;-1;-1;0;0;3;0;1;-1;53;1;0;12;57;13;-1;0;11;22;-1;-1;-1;-1;-1;-1;-1;14;3;18;-1;4;10;7
118;50;42;39;-1;13;37;0;0;0;0;-1;-1;0;0;3;0;1;-1;53;1;0;13;29;13;-1;6;11;38;-1;-1;-1;-1;-1;-1;-1;14;0;18;-1;4;10;1
119;50;15;52;-1;13;37;4;0;0;0;-1;-1;0;0;3;0;1;-1;53;1;0;0;20;13;-1;0;11;22;-1;-1;-1;-1;-1;-1;-1;14;3;18;-1;4;10;7
120;8;35;40;-1;5;16;61;0;0;0;-1;-1;0;0;3;0;1;-1;-1;1;0;60;59;27;-1;0;11;31;-1;-1;-1;-1;-1;-1;-1;56;41;54;-1;56;21;20
121;40;41;34;-1;5;21;27;0;0;0;-1;-1;0;0;3;0;1;-1;-1;1;0;41;12;27;-1;27;14;32;-1;-1;-1;-1;-1;-1;-1;56;6;11;-1;29;21;19
122;40;41;40;-1;5;21;17;0;0;0;-1;-1;0;0;3;0;1;-1;-1;1;0;41;12;27;-1;0;14;32;-1;-1;-1;-1;-1;-1;-1;56;6;54;-1;0;21;19
123;8;45;41;-1;5;21;17;0;0;0;-1;-1;0;0;3;0;1;-1;-1;1;0;41;12;27;-1;0;14;32;-1;-1;-1;-1;-1;-1;-1;56;6;54;-1;42;21;19
124;8;15;40;-1;13;2;0;0;0;0;-1;-1;0;0;3;0;1;-1;28;1;0;60;8;9;-1;25;11;22;-1;-1;-1;-1;-1;-1;-1;56;3;54;-1;1;3;7
125;59;8;52;-1;5;43;8;0;0;0;-1;-1;0;0;3;0;1;-1;-1;1;0;6;37;13;-1;34;11;44;-1;-1;-1;-1;-1;-1;-1;45;56;0;-1;38;10;9
126;59;8;22;-1;13;43;39;0;0;0;-1;-1;0;0;3;0;1;-1;28;1;0;6;57;13;-1;0;11;48;-1;-1;-1;-1;-1;-1;-1;53;15;0;-1;1;0;54
127;59;8;22;-1;13;43;39;0;0;0;-1;-1;0;0;3;0;1;-1;-1;1;0;6;57;13;-1;0;11;21;-1;-1;-1;-1;-1;-1;-1;53;15;0;-1;1;0;9
128;59;8;22;-1;13;43;40;0;0;0;-1;-1;0;0;3;0;1;-1;-1;1;0;6;37;13;-1;0;11;21;-1;-1;-1;-1;-1;-1;-1;53;15;0;-1;1;0;9
129;59;8;22;-1;13;43;39;0;0;0;-1;-1;0;0;3;0;1;-1;-1;1;0;6;57;13;-1;0;11;48;-1;-1;-1;-1;-1;-1;-1;53;15;0;-1;1;0;54
130;1;54;48;-1;5;34;49;0;0;0;-1;-1;0;0;3;0;1;-1;24;1;0;17;7;4;-1;0;11;58;-1;-1;-1;-1;-1;-1;-1;23;6;2;-1;43;31;7
131;20;29;19;-1;5;34;0;0;0;0;-1;-1;0;0;3;0;1;-1;-1;1;0;11;8;31;-1;0;11;22;-1;-1;-1;-1;-1;-1;-1;23;0;2;-1;58;11;7
132;15;29;9;-1;5;36;49;0;0;0;-1;-1;0;0;3;0;1;-1;17;1;0;11;8;31;-1;16;11;22;-1;-1;-1;-1;-1;-1;-1;23;6;2;-1;0;11;7
