row_id;kmed_dfr;kmed_hd;kmed_dtw;kmed_lcss;kmed_edr;kmed_erp;kmed_sspd;dbscan_dfr;dbscan_hd;dbscan_dtw;dbscan_lcss;dbscan_edr;dbscan_erp;dbscan_sspd;hdbscan_dfr;hdbscan_hd;hdbscan_dtw;hdbscan_lcss;hdbscan_edr;hdbscan_erp;hdbscan_sspd;agglomorative_dfr;agglomorative_hd;agglomorative_dtw;agglomorative_lcss;agglomorative_edr;agglomorative_erp;agglomorative_sspd;spectral_dfr;spectral_hd;spectral_dtw;spectral_lcss;spectral_edr;spectral_erp;spectral_sspd;spectralKNN_dfr;spectralKNN_hd;spectralKNN_dtw;spectralKNN_lcss;spectralKNN_edr;spectralKNN_erp;spectralKNN_sspd
17;5;5;12;-1;3;2;5;1;8;10;-1;0;43;1;5;9;8;-1;6;30;6;18;9;3;-1;0;7;0;18;16;8;-1;7;7;2;1;13;1;-1;5;3;13
18;12;13;5;-1;6;10;4;2;1;-1;-1;0;-1;2;1;10;0;-1;6;1;7;13;6;0;-1;0;10;13;13;7;1;-1;12;6;8;1;3;1;-1;2;3;5
19;0;12;0;-1;17;0;0;7;9;9;-1;0;12;10;3;1;1;-1;6;20;4;5;4;14;-1;0;4;2;4;10;9;-1;17;18;3;1;2;1;-1;10;3;15
20;0;12;0;-1;15;13;0;12;9;9;-1;0;13;10;3;1;1;-1;6;25;4;5;4;14;-1;7;4;2;4;10;0;-1;2;1;3;12;2;1;-1;10;5;15
21;4;4;4;-1;4;4;11;4;3;2;-1;0;29;4;8;7;6;-1;6;34;2;8;17;8;-1;0;2;4;14;15;5;-1;15;14;7;1;10;13;-1;5;1;1
22;3;18;18;-1;6;7;7;5;4;4;-1;0;5;6;2;0;2;-1;6;35;3;9;10;10;-1;0;6;10;5;14;3;-1;0;3;0;8;6;8;-1;4;1;5
23;1;1;1;-1;4;1;1;41;10;3;-1;-1;3;5;10;4;10;-1;6;8;10;11;5;4;-1;0;13;3;15;11;4;-1;1;13;6;1;9;3;-1;5;2;18
24;12;13;5;-1;4;10;4;2;1;-1;-1;0;-1;2;1;10;0;-1;6;1;7;13;6;0;-1;0;10;13;13;7;1;-1;12;6;8;1;3;1;-1;16;3;5
25;12;13;5;-1;4;10;4;2;-1;-1;-1;0;-1;2;1;10;0;-1;6;1;7;13;6;0;-1;0;10;13;13;7;6;-1;12;6;8;1;3;1;-1;6;3;5
26;2;2;2;-1;4;9;2;34;11;15;-1;0;41;11;7;5;5;-1;6;32;11;1;8;6;-1;0;9;15;3;4;13;-1;2;18;5;1;1;3;-1;10;1;0
27;5;5;12;-1;8;2;5;1;8;-1;-1;0;-1;1;5;9;8;-1;6;30;6;18;9;3;-1;0;7;0;0;16;8;-1;7;7;2;1;13;1;-1;5;3;13
28;8;8;6;-1;4;5;13;3;2;7;-1;-1;14;3;9;6;9;-1;6;15;9;12;11;12;-1;0;18;12;11;2;7;-1;9;8;9;1;4;1;-1;5;3;1
29;5;5;12;-1;4;8;5;1;8;10;-1;-1;15;1;5;9;8;-1;6;29;6;18;9;3;-1;0;17;0;8;16;18;-1;6;1;2;1;3;1;-1;5;1;13
30;15;15;15;-1;6;17;15;8;12;0;-1;0;0;-1;11;8;11;-1;6;44;5;10;3;16;-1;3;5;8;1;8;9;-1;2;4;14;16;15;12;-1;11;1;1
31;9;7;9;-1;4;2;9;15;-1;-1;-1;0;-1;16;5;9;8;-1;6;30;6;17;18;5;-1;7;7;0;0;6;11;-1;2;9;16;0;3;0;-1;14;3;9
32;15;15;15;-1;6;17;15;8;12;0;-1;0;0;-1;11;8;11;-1;6;44;5;14;3;16;-1;0;5;8;1;8;9;-1;8;4;14;16;15;12;-1;6;1;1
33;3;18;18;-1;18;7;7;5;4;4;-1;-1;5;6;2;0;2;-1;6;36;3;9;10;10;-1;0;6;10;5;14;3;-1;0;3;0;10;6;15;-1;4;3;5
34;3;18;18;-1;0;7;7;5;4;4;-1;-1;5;6;2;0;2;-1;6;27;3;9;10;10;-1;0;6;10;5;14;10;-1;4;3;0;10;6;15;-1;5;3;5
35;17;17;17;-1;6;17;17;0;0;0;-1;0;0;0;11;8;11;-1;6;43;5;10;13;18;-1;0;5;14;1;17;9;-1;8;4;12;1;14;11;-1;12;17;1
36;7;16;16;-1;9;8;16;9;13;5;-1;-1;6;12;4;11;7;-1;6;42;8;6;12;11;-1;0;1;9;10;5;3;-1;6;5;1;15;7;16;-1;2;3;6
37;15;15;15;-1;4;15;15;10;12;0;-1;-1;4;13;11;8;11;-1;6;10;5;14;3;16;-1;0;0;8;1;8;17;-1;13;17;14;3;15;14;-1;5;1;1
38;8;8;6;-1;4;5;13;3;2;7;-1;-1;14;3;9;6;9;-1;6;15;9;12;11;12;-1;0;18;12;11;2;7;-1;9;8;9;1;4;1;-1;5;3;1
39;10;10;10;-1;4;14;10;11;14;6;-1;-1;16;14;12;11;12;-1;6;38;8;4;0;13;-1;0;5;11;7;9;1;-1;14;8;15;11;2;6;-1;1;3;10
40;17;17;17;-1;6;17;17;0;0;0;-1;0;0;0;11;8;11;-1;6;43;5;10;13;18;-1;0;5;14;1;17;9;-1;5;4;12;1;14;11;-1;17;17;1
41;3;18;18;-1;4;7;7;5;4;4;-1;0;8;6;2;0;2;-1;6;21;3;9;10;10;-1;0;6;10;5;14;10;-1;7;3;0;10;6;15;-1;1;5;5
42;10;10;10;-1;0;14;10;11;14;6;-1;-1;16;14;12;11;12;-1;6;38;8;4;0;13;-1;0;5;17;18;9;1;-1;14;8;15;11;2;6;-1;5;3;10
43;0;12;0;-1;16;13;0;12;9;9;-1;0;13;10;3;1;1;-1;6;25;4;5;4;14;-1;0;4;2;4;10;0;-1;2;1;3;12;2;1;-1;1;5;15
44;18;9;3;-1;4;9;6;-1;11;14;-1;0;37;11;7;5;5;-1;6;32;11;3;1;1;-1;0;9;1;3;0;8;-1;7;7;18;1;8;3;-1;1;1;16
45;7;16;16;-1;4;8;16;9;13;5;-1;-1;6;12;4;11;7;-1;6;42;8;6;12;11;-1;16;1;9;10;5;3;-1;6;5;1;15;2;16;-1;2;3;6
46;1;1;1;-1;4;1;1;-1;10;3;-1;0;31;-1;10;4;10;-1;6;9;10;11;5;4;-1;0;13;3;15;11;4;-1;2;17;6;1;9;3;-1;5;1;18
47;2;2;2;-1;17;3;2;33;11;11;-1;0;17;11;7;5;5;-1;6;40;11;1;8;6;-1;0;12;15;3;4;9;-1;3;0;5;4;1;18;-1;13;1;0
48;7;16;16;-1;6;8;16;9;13;5;-1;-1;9;12;4;11;7;-1;6;46;8;6;12;11;-1;0;1;9;10;5;3;-1;2;5;1;15;2;16;-1;11;3;6
49;6;6;11;-1;10;16;8;13;7;8;-1;-1;18;9;6;2;4;-1;6;19;0;2;2;2;-1;0;15;5;2;1;6;-1;2;0;17;17;16;17;-1;6;13;2
50;0;12;0;-1;11;13;0;7;9;9;-1;0;19;10;3;1;1;-1;6;26;4;5;4;14;-1;0;4;2;4;10;0;-1;3;9;3;1;2;1;-1;18;7;15
51;16;0;7;-1;4;11;12;14;15;12;-1;-1;20;15;0;3;3;-1;6;5;1;7;7;9;-1;0;8;16;6;3;18;-1;16;16;4;1;3;4;-1;5;3;3
52;9;7;9;-1;4;2;9;15;16;13;-1;0;21;16;5;9;8;-1;6;30;6;17;18;5;-1;18;7;0;8;6;11;-1;18;9;16;0;3;0;-1;5;3;9
53;17;17;17;-1;6;17;17;0;0;0;-1;-1;0;0;11;8;11;-1;6;22;5;10;13;18;-1;0;5;14;1;17;2;-1;5;4;12;1;14;11;-1;17;3;1
54;14;14;14;-1;4;18;14;18;6;6;-1;0;-1;8;12;11;12;-1;6;12;8;16;15;15;-1;0;0;18;7;9;7;-1;12;2;13;1;18;1;-1;1;3;14
55;17;17;17;-1;6;17;17;-1;0;0;-1;-1;0;0;11;8;11;-1;6;22;5;10;13;18;-1;0;5;14;1;17;2;-1;5;4;12;1;14;11;-1;17;3;1
56;11;11;11;-1;4;6;3;16;17;8;-1;-1;22;17;6;2;4;-1;6;48;0;0;14;7;-1;0;3;7;2;12;1;-1;14;15;10;7;0;7;-1;5;10;8
57;18;9;3;-1;1;3;6;17;11;11;-1;-1;17;11;7;5;5;-1;6;40;11;3;1;1;-1;0;12;1;3;18;8;-1;3;1;18;1;8;18;-1;14;1;16
58;5;5;12;-1;4;8;5;1;8;10;-1;-1;15;1;5;9;8;-1;6;29;6;18;9;3;-1;0;17;0;8;16;18;-1;2;1;2;1;3;1;-1;10;1;13
59;2;2;2;-1;6;3;2;24;11;11;-1;0;17;11;7;5;5;-1;6;40;11;1;8;6;-1;0;12;1;3;4;9;-1;3;0;5;1;1;15;-1;17;3;12
60;8;8;6;-1;4;5;13;3;2;-1;-1;0;-1;3;9;6;9;-1;6;7;9;12;11;12;-1;0;11;12;11;2;4;-1;2;8;9;1;4;1;-1;1;3;1
61;14;14;14;-1;4;14;14;18;6;6;-1;-1;16;8;12;11;12;-1;6;39;8;16;15;15;-1;0;0;18;7;9;6;-1;13;2;13;1;18;1;-1;10;0;14
62;6;6;13;-1;4;6;8;-1;7;8;-1;-1;11;9;6;2;4;-1;6;47;0;2;2;2;-1;0;3;5;2;1;6;-1;2;15;17;1;16;1;-1;5;12;2
63;14;14;14;-1;4;18;14;18;6;6;-1;-1;16;8;12;11;12;-1;6;39;8;16;15;15;-1;3;0;18;7;9;6;-1;13;2;13;1;18;1;-1;5;0;14
64;11;11;11;-1;4;6;3;-1;17;8;-1;-1;22;17;6;2;4;-1;6;48;0;0;14;7;-1;0;3;7;2;12;1;-1;14;15;10;7;0;7;-1;5;10;8
65;10;10;10;-1;4;14;10;11;14;6;-1;-1;16;14;12;11;12;-1;6;38;8;4;0;13;-1;0;5;17;18;9;1;-1;14;8;15;11;2;6;-1;5;3;10
66;5;5;12;-1;4;2;5;1;8;18;-1;0;-1;1;5;9;8;-1;6;30;6;18;9;3;-1;0;7;0;18;16;8;-1;7;7;2;1;3;1;-1;5;3;13
67;13;3;8;-1;6;8;18;19;5;5;-1;0;9;7;4;11;7;-1;6;49;8;15;16;17;-1;17;1;6;9;13;12;-1;2;10;11;1;17;1;-1;17;3;4
68;4;4;4;-1;6;3;11;32;3;2;-1;0;23;4;8;7;6;-1;6;23;2;8;17;8;-1;0;12;4;14;15;0;-1;2;15;7;6;10;1;-1;2;3;1
69;1;1;1;-1;4;1;1;-1;10;3;-1;-1;3;5;10;4;10;-1;6;8;10;11;5;4;-1;0;13;3;15;11;4;-1;1;13;6;1;9;3;-1;5;1;18
70;11;11;11;-1;6;16;3;20;17;8;-1;-1;18;17;6;2;4;-1;6;19;0;0;14;7;-1;0;15;7;2;12;1;-1;2;0;10;14;0;10;-1;2;3;8
71;15;15;15;-1;6;17;15;8;12;0;-1;0;0;13;11;8;11;-1;6;44;5;14;3;16;-1;0;5;8;1;8;9;-1;8;4;14;16;15;12;-1;12;1;1
72;14;14;14;-1;4;18;14;18;6;6;-1;0;24;8;12;11;12;-1;6;12;8;16;15;15;-1;0;0;11;7;9;7;-1;12;2;13;1;18;1;-1;1;3;5
73;2;2;2;-1;11;3;2;21;11;11;-1;-1;17;11;7;5;5;-1;6;40;11;1;8;6;-1;0;12;1;3;4;2;-1;3;0;5;9;1;9;-1;13;9;0
74;2;2;2;-1;17;3;2;21;11;11;-1;-1;17;11;7;5;5;-1;6;40;11;1;8;6;-1;0;12;15;3;4;2;-1;3;0;5;9;1;9;-1;0;9;0
75;8;8;6;-1;4;5;13;3;2;-1;-1;0;-1;3;9;6;9;-1;6;7;9;12;11;12;-1;0;11;12;11;2;4;-1;2;8;9;1;4;1;-1;1;3;1
76;3;18;18;-1;4;7;7;5;4;4;-1;-1;8;6;2;0;2;-1;6;21;3;9;10;10;-1;0;6;10;5;14;10;-1;7;3;0;10;6;15;-1;10;5;5
77;17;17;17;-1;4;15;17;0;0;0;-1;-1;25;0;11;8;11;-1;6;3;5;10;13;18;-1;8;0;14;1;17;14;-1;2;17;12;1;14;11;-1;5;3;1
78;10;10;10;-1;4;14;10;11;14;6;-1;-1;16;14;12;11;12;-1;6;38;8;4;0;13;-1;0;5;17;18;9;1;-1;14;8;15;11;2;6;-1;10;3;10
79;5;5;12;-1;3;8;5;1;8;10;-1;0;15;1;5;9;8;-1;6;29;6;18;9;3;-1;0;17;0;0;16;18;-1;6;1;2;1;3;1;-1;1;1;13
80;4;4;4;-1;4;4;11;4;3;2;-1;-1;26;4;8;7;6;-1;7;24;2;8;17;8;-1;0;2;4;14;15;2;-1;3;12;7;1;10;13;-1;5;1;1
81;8;8;6;-1;6;5;13;-1;-1;7;-1;-1;10;-1;9;6;9;-1;6;14;9;12;11;12;-1;0;18;12;11;2;7;-1;1;13;9;1;4;1;-1;3;3;1
82;17;17;17;-1;6;17;17;0;0;0;-1;-1;0;0;11;8;11;-1;6;22;5;10;13;18;-1;0;5;14;8;17;2;-1;5;4;12;1;14;11;-1;12;3;1
83;17;17;17;-1;6;17;17;0;0;0;-1;0;0;0;11;8;11;-1;6;43;5;10;13;18;-1;0;5;14;8;17;9;-1;8;4;12;1;14;11;-1;12;17;1
84;13;16;16;-1;4;8;18;9;13;5;-1;-1;35;12;4;11;7;-1;6;37;8;15;16;17;-1;0;1;6;10;5;14;-1;4;14;1;1;2;1;-1;10;3;4
85;3;18;18;-1;4;7;7;5;4;4;-1;0;8;6;2;0;2;-1;6;21;3;9;10;10;-1;0;6;10;5;14;10;-1;7;3;0;10;6;15;-1;1;5;5
86;18;9;3;-1;8;9;6;25;11;11;-1;0;27;11;7;5;5;-1;6;41;11;3;1;1;-1;0;9;1;3;18;8;-1;7;1;18;1;8;3;-1;10;6;12
87;6;6;13;-1;4;6;8;43;7;17;-1;0;45;9;6;2;4;-1;6;4;0;2;2;2;-1;3;3;5;2;1;6;-1;12;12;17;1;16;1;-1;1;3;2
88;11;11;11;-1;6;16;3;22;17;8;-1;0;28;17;6;2;4;-1;6;13;0;0;14;7;-1;0;15;7;2;12;0;-1;2;0;10;1;0;1;-1;12;3;8
89;17;17;17;-1;4;15;17;0;0;0;-1;-1;25;0;11;8;11;-1;6;3;5;10;13;18;-1;3;0;14;8;17;14;-1;2;17;12;1;14;11;-1;10;3;1
90;4;4;4;-1;4;4;11;4;3;2;-1;0;29;4;8;7;6;-1;6;34;2;8;17;8;-1;8;2;4;14;15;5;-1;15;14;7;1;10;13;-1;10;1;1
91;3;18;18;-1;18;7;7;5;4;4;-1;-1;5;6;2;0;2;-1;6;36;3;9;10;10;-1;0;6;10;5;14;3;-1;0;3;0;10;11;15;-1;12;3;5
92;18;9;3;-1;5;3;6;23;11;11;-1;0;17;11;7;5;5;-1;6;40;11;3;1;1;-1;0;12;1;3;18;9;-1;3;0;18;13;8;18;-1;2;1;16
93;2;2;2;-1;6;3;2;24;11;11;-1;0;17;11;7;5;5;-1;6;40;11;1;8;6;-1;0;12;1;3;4;9;-1;3;0;5;1;1;15;-1;14;3;12
94;18;9;2;-1;4;9;6;30;11;-1;-1;0;-1;11;7;5;5;-1;6;32;11;1;1;1;-1;4;9;1;3;18;13;-1;2;18;18;1;8;3;-1;1;1;12
95;7;16;16;-1;4;8;16;9;13;5;-1;-1;6;12;4;11;7;-1;6;42;8;6;12;11;-1;0;1;9;10;5;3;-1;6;5;1;15;2;16;-1;10;3;6
96;12;13;5;-1;4;10;4;2;1;-1;-1;0;-1;2;1;10;0;-1;6;1;7;13;6;0;-1;0;10;13;13;7;6;-1;12;6;8;1;3;1;-1;3;3;5
97;0;12;0;-1;11;0;0;7;9;9;-1;0;12;10;3;1;1;-1;6;20;4;5;4;14;-1;0;4;2;4;10;13;-1;17;18;3;1;2;1;-1;0;4;15
98;16;0;7;-1;4;11;12;-1;15;12;-1;-1;20;15;0;3;3;-1;6;5;1;7;7;9;-1;0;8;16;6;3;18;-1;1;16;4;1;3;4;-1;5;3;3
99;15;15;15;-1;6;15;15;10;12;0;-1;-1;30;13;11;8;11;-1;6;16;5;14;3;16;-1;0;5;8;1;8;2;-1;11;17;14;3;15;14;-1;3;3;1
100;13;3;8;-1;4;8;18;19;5;5;-1;-1;6;7;4;11;7;-1;6;42;8;15;16;17;-1;0;1;6;9;13;12;-1;4;10;11;1;17;1;-1;10;11;4
101;2;2;2;-1;11;3;2;21;11;11;-1;-1;17;11;7;5;5;-1;6;40;11;1;8;6;-1;0;12;15;3;4;2;-1;3;0;5;9;1;9;-1;0;9;0
102;16;0;7;-1;4;11;12;14;15;12;-1;-1;20;15;0;3;3;-1;6;5;1;7;7;9;-1;0;8;16;6;3;18;-1;16;16;4;1;3;4;-1;5;3;3
103;18;9;3;-1;18;3;6;-1;11;11;-1;-1;17;11;7;5;5;-1;6;40;11;3;1;1;-1;0;12;1;3;18;8;-1;2;0;18;13;8;18;-1;17;1;16
104;1;1;1;-1;4;1;1;-1;10;3;-1;0;31;5;10;4;10;-1;6;9;10;11;5;4;-1;0;13;3;17;11;4;-1;9;17;6;1;5;3;-1;1;1;11
105;8;8;6;-1;4;5;13;3;2;7;-1;-1;14;3;9;6;9;-1;6;15;9;12;11;12;-1;0;18;12;11;2;7;-1;9;8;9;1;4;1;-1;10;3;1
106;18;9;3;-1;4;9;6;25;11;11;-1;-1;27;11;7;5;5;-1;6;41;11;3;1;1;-1;0;9;1;3;0;8;-1;7;1;18;1;8;3;-1;10;6;16
107;16;0;7;-1;4;11;12;14;15;12;-1;0;32;15;0;3;3;-1;6;6;1;7;7;9;-1;0;8;16;6;3;15;-1;16;16;4;1;3;4;-1;1;7;3
108;4;4;4;-1;4;4;11;4;3;2;-1;-1;7;4;8;7;6;-1;6;33;2;8;17;8;-1;0;2;4;14;15;14;-1;15;14;7;1;10;13;-1;5;1;1
109;12;13;5;-1;4;10;4;2;1;1;-1;0;1;2;1;10;0;-1;6;0;7;13;6;0;-1;0;16;13;13;7;1;-1;2;10;8;1;3;1;-1;1;3;7
110;13;3;8;-1;4;8;18;19;5;5;-1;-1;6;7;4;11;7;-1;7;42;8;15;16;17;-1;0;1;6;9;13;12;-1;2;10;11;1;17;1;-1;5;11;4
111;16;0;7;-1;6;12;12;31;-1;12;-1;-1;33;15;0;3;3;-1;6;2;1;7;7;9;-1;0;14;16;6;3;16;-1;10;11;4;18;3;1;-1;2;1;3
112;1;1;1;-1;4;1;1;-1;10;3;-1;-1;3;5;10;4;10;-1;7;8;10;11;5;4;-1;0;13;3;17;11;4;-1;1;13;6;1;5;3;-1;10;2;11
113;6;6;13;-1;4;6;8;-1;7;-1;-1;0;-1;9;6;2;4;-1;6;4;0;2;2;2;-1;0;3;5;2;1;1;-1;12;12;17;1;16;1;-1;1;3;2
114;11;11;11;-1;6;16;3;20;17;8;-1;-1;18;17;6;2;4;-1;6;19;0;0;14;7;-1;0;15;7;2;12;1;-1;2;0;10;14;0;10;-1;2;3;8
115;4;4;4;-1;4;4;11;4;3;2;-1;0;2;4;8;7;6;-1;6;34;2;8;17;8;-1;0;2;4;14;15;5;-1;15;14;7;1;10;13;-1;1;1;1
116;16;0;7;-1;4;11;12;14;15;12;-1;-1;20;15;0;3;3;-1;6;5;1;7;7;9;-1;0;8;16;6;3;18;-1;16;16;4;1;3;4;-1;5;3;3
117;8;8;6;-1;4;5;13;3;2;7;-1;-1;14;3;9;6;9;-1;6;15;9;12;11;12;-1;0;18;12;11;2;7;-1;9;8;9;1;4;1;-1;10;3;1
118;3;18;18;-1;4;7;7;5;4;4;-1;0;8;6;2;0;2;-1;6;21;3;9;10;10;-1;0;6;10;5;14;10;-1;7;3;0;10;6;15;-1;1;5;5
119;6;6;13;-1;4;6;8;36;7;8;-1;-1;11;9;6;2;4;-1;6;47;0;2;2;2;-1;0;3;5;2;1;6;-1;11;15;17;1;16;1;-1;5;12;2
120;15;15;15;-1;6;17;15;8;12;0;-1;0;0;13;11;8;11;-1;6;44;5;14;3;16;-1;0;5;8;1;8;9;-1;8;4;14;16;15;12;-1;6;1;1
121;1;1;1;-1;4;1;1;26;10;3;-1;-1;3;5;10;4;10;-1;6;8;10;11;5;4;-1;0;13;3;17;11;4;-1;1;13;6;1;5;3;-1;5;1;11
122;7;16;16;-1;4;8;16;9;13;5;-1;-1;6;12;4;11;7;-1;6;42;8;6;12;11;-1;0;1;9;10;5;3;-1;6;5;1;15;2;16;-1;10;3;6
123;16;0;7;-1;4;11;12;14;15;12;-1;0;32;15;0;3;3;-1;6;6;1;7;7;9;-1;2;8;16;6;3;15;-1;16;16;4;1;3;4;-1;1;7;3
124;16;0;7;-1;4;11;12;14;15;12;-1;-1;20;15;0;3;3;-1;6;5;1;7;7;9;-1;0;8;16;6;3;18;-1;16;16;4;1;3;4;-1;5;3;3
125;11;11;11;-1;6;16;3;27;17;8;-1;-1;18;17;6;2;4;-1;6;19;0;0;14;7;-1;0;15;7;2;12;1;-1;2;0;10;1;0;1;-1;17;3;8
126;18;9;3;-1;17;3;6;37;11;11;-1;-1;17;11;7;5;5;-1;6;40;11;3;1;1;-1;0;12;1;3;0;9;-1;3;0;18;13;8;18;-1;2;1;12
127;7;16;16;-1;6;8;16;9;13;5;-1;-1;9;12;4;11;7;-1;6;46;8;6;12;11;-1;0;1;9;10;5;3;-1;2;5;1;15;2;16;-1;17;3;6
128;15;15;15;-1;4;15;15;10;12;0;-1;-1;4;13;11;8;11;-1;6;10;5;14;3;16;-1;0;0;8;1;8;17;-1;13;17;14;3;15;14;-1;5;1;1
129;18;9;3;-1;8;9;6;-1;11;11;-1;0;27;11;7;5;5;-1;6;41;11;1;1;1;-1;0;9;1;3;18;8;-1;7;15;18;1;8;3;-1;10;6;12
130;11;11;11;-1;6;16;3;27;17;8;-1;-1;18;17;6;2;4;-1;6;19;0;0;14;7;-1;0;15;7;2;12;1;-1;2;0;10;1;0;1;-1;11;3;8
131;2;2;2;-1;4;9;2;28;11;11;-1;-1;34;11;7;5;5;-1;6;41;11;1;8;6;-1;0;9;1;3;4;17;-1;17;15;5;1;1;3;-1;10;18;12
132;13;3;8;-1;4;8;18;19;5;5;-1;-1;6;7;4;11;7;-1;6;42;8;15;16;17;-1;0;1;6;9;13;12;-1;4;10;11;1;17;1;-1;5;11;4
133;12;13;5;-1;4;10;4;2;1;-1;-1;0;-1;2;1;10;0;-1;6;1;7;13;6;0;-1;0;10;13;13;7;6;-1;12;6;8;1;3;1;-1;6;3;5
134;0;12;0;-1;17;13;0;12;9;9;-1;0;13;10;3;1;1;-1;6;25;4;5;4;14;-1;0;4;2;4;10;0;-1;2;1;3;12;2;1;-1;5;5;15
135;8;8;6;-1;4;5;13;3;2;7;-1;-1;14;3;9;6;9;-1;6;15;9;12;11;12;-1;10;18;12;11;2;7;-1;9;8;9;1;4;1;-1;10;3;1
136;2;2;2;-1;4;9;2;28;11;11;-1;0;34;11;7;5;5;-1;6;41;11;1;8;6;-1;0;9;15;3;4;17;-1;17;15;5;1;1;3;-1;5;18;0
137;13;3;8;-1;4;8;18;19;5;5;-1;-1;35;7;4;11;7;-1;6;37;8;15;16;17;-1;0;1;6;9;13;14;-1;4;14;11;1;17;1;-1;5;3;4
138;0;12;0;-1;6;13;0;12;9;9;-1;0;13;10;3;1;1;-1;6;25;4;5;4;14;-1;0;4;2;4;10;0;-1;2;1;3;12;2;1;-1;5;5;15
139;14;14;14;-1;4;14;14;18;-1;6;-1;-1;16;8;12;11;12;-1;6;39;8;16;15;15;-1;0;0;18;7;9;6;-1;11;2;13;1;18;1;-1;10;0;14
140;0;12;0;-1;16;0;0;7;9;9;-1;0;12;10;3;1;1;-1;6;20;4;5;4;14;-1;0;4;2;4;10;9;-1;17;18;3;1;2;1;-1;5;3;15
141;9;7;9;-1;12;2;9;15;16;-1;-1;0;-1;16;5;9;8;-1;6;30;6;17;18;5;-1;5;7;0;8;6;11;-1;2;18;16;0;3;0;-1;14;3;9
